"","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","OPtg","DRtg","NRtg","Pace","FTr","3PAr","TS_percent","eFG_percent_offense","TOV_percent_offense","ORB_percent","FT/FGA_offense","eFG_percent_defense","TOV_percent_defense","DRB_percent","FT/FGA_defense","Arena","Attend","Attend/G","...29","...30","...31","Year"
"574","2","Toronto Raptors*","25.8","59","23","60","22","7.78","-0.49","7.29","113.8","105.9","+7.9","97.4",".250",".377",".575",NA,".539","12.1","23.0",".198",NA,".501","13.0","77.7",".212",NA,"Air Canada Centre","813,431","19,840",2018
"575","3","Golden State Warriors*","28.8","58","24","56","26","5.98","-0.19","5.79","113.6","107.6","+6.0","99.6",".239",".339",".603",NA,".569","14.1","21.0",".195",NA,".504","12.6","76.3",".186",NA,"Oracle Arena","803,436","19,596",2018
"576","4","Utah Jazz*","26.7","48","34","53","29","4.30","0.17","4.47","108.4","103.9","+4.5","95.7",".260",".357",".564",NA,".527","13.7","21.5",".202",NA,".506","14.0","79.8",".190",NA,"Vivint Smart Home Arena","734,806","17,922",2018
"577","5","Philadelphia 76ers*","25.8","52","30","53","29","4.50","-0.20","4.30","109.5","105.0","+4.5","99.8",".263",".344",".568",NA,".535","14.6","25.3",".198",NA,".492","12.6","78.6",".218",NA,"Wells Fargo Center","833,503","20,361",2018
"578","6","Boston Celtics*","24.7","55","27","51","31","3.59","-0.35","3.23","107.6","103.9","+3.7","96.0",".243",".357",".552",NA,".518","13.0","21.5",".188",NA,".495","13.0","78.4",".191",NA,"TD Garden","763,584","18,624",2018
"579","7","Oklahoma City Thunder*","27.3","48","34","50","32","3.41","0.00","3.42","110.7","107.2","+3.5","96.7",".275",".345",".546",NA,".514","12.4","27.7",".197",NA,".525","14.7","77.4",".193",NA,"Chesapeake Energy Arena","746,322","18,203",2018
"580","8","San Antonio Spurs*","29.3","47","35","49","33","2.89","0.00","2.89","107.9","104.8","+3.1","95.0",".245",".282",".543",NA,".507","12.2","23.7",".189",NA,".507","13.2","78.6",".170",NA,"AT&T Center","754,562","18,404",2018
"581","9","Portland Trail Blazers*","25.6","49","33","48","34","2.60","0.00","2.60","109.1","106.4","+2.7","96.5",".240",".324",".549",NA,".511","12.3","23.3",".192",NA,".503","11.7","79.1",".193",NA,"Moda Center","795,750","19,409",2018
"582","10","Minnesota Timberwolves*","27.1","47","35","47","35","2.23","0.12","2.35","113.4","111.1","+2.3","96.0",".280",".261",".566",NA,".523","11.4","24.4",".225",NA,".539","13.9","76.4",".189",NA,"Target Center","699,308","17,056",2018
"583","11","Denver Nuggets","25.1","46","36","45","37","1.48","0.09","1.57","112.5","111.0","+1.5","96.8",".258",".357",".570",NA,".536","13.4","25.7",".198",NA,".539","12.6","77.5",".173",NA,"Pepsi Center","702,796","17,141",2018
"584","12","Indiana Pacers*","26.2","48","34","45","37","1.38","-0.20","1.18","109.5","108.1","+1.4","96.0",".222",".284",".557",NA,".525","12.3","22.7",".173",NA,".527","14.2","76.2",".174",NA,"Bankers Life Fieldhouse","658,119","16,052",2018
"585","13","New Orleans Pelicans*","27.6","48","34","44","38","1.30","0.18","1.48","109.6","108.3","+1.3","100.5",".237",".319",".573",NA,".541","13.3","20.0",".183",NA,".513","12.5","76.7",".175",NA,"Smoothie King Center","673,920","16,437",2018
"586","14","Cleveland Cavaliers*","30.6","50","32","43","39","0.94","-0.35","0.59","112.9","111.9","+1.0","98.0",".275",".379",".584",NA,".547","12.6","20.1",".214",NA,".540","12.2","77.3",".166",NA,"Quicken Loans Arena","843,042","20,562",2018
"587","15","Washington Wizards*","26.9","43","39","43","39","0.59","-0.06","0.53","109.3","108.7","+0.6","96.6",".254",".310",".560",NA,".525","13.3","23.5",".196",NA,".522","13.6","77.1",".212",NA,"Capital One Arena","739,302","18,032",2018
"588","16","Miami Heat*","26.5","44","38","42","40","0.48","-0.33","0.15","106.8","106.3","+0.5","95.6",".229",".358",".551",NA,".520","13.3","21.5",".173",NA,".507","13.1","79.0",".215",NA,"AmericanAirlines Arena","804,850","19,630",2018
"589","17","Charlotte Hornets","26.6","36","46","42","40","0.26","-0.19","0.07","109.4","109.1","+0.3","98.4",".312",".314",".549",NA,".508","11.4","22.2",".233",NA,".532","12.4","80.7",".165",NA,"Spectrum Center","671,404","16,376",2018
"590","18","Los Angeles Clippers","27.0","42","40","41","41","0.04","0.11","0.15","110.3","110.2","+0.1","98.7",".299",".314",".564",NA,".527","13.2","23.5",".222",NA,".520","12.6","76.1",".203",NA,"STAPLES Center","697,812","17,020",2018
"591","19","Detroit Pistons","25.9","39","43","41","41","-0.15","-0.11","-0.26","107.2","107.3","-0.1","96.2",".227",".333",".543",NA,".512","12.3","22.7",".169",NA,".524","13.7","78.5",".172",NA,"Little Caesars Arena","713,945","17,413",2018
"592","20","Milwaukee Bucks*","25.9","44","38","40","42","-0.30","-0.15","-0.45","109.8","110.1","-0.3","96.2",".281",".297",".571",NA,".531","12.9","20.4",".220",NA,".528","14.2","75.9",".220",NA,"BMO Harris Bradley Center","685,303","16,856",2018
"593","21","Los Angeles Lakers","23.7","35","47","37","45","-1.55","0.11","-1.44","106.5","108.0","-1.5","100.3",".264",".329",".548",NA,".517","13.8","23.6",".188",NA,".514","12.5","77.7",".190",NA,"STAPLES Center","776,327","18,935",2018
"594","22","Dallas Mavericks","27.7","24","58","33","49","-3.04","0.34","-2.70","106.3","109.5","-3.2","95.6",".217",".382",".544",NA,".513","11.6","18.0",".166",NA,".532","12.9","78.9",".193",NA,"American Airlines Center","811,453","19,792",2018
"595","23","New York Knicks","26.3","29","53","32","50","-3.56","0.03","-3.53","107.1","110.7","-3.6","96.8",".216",".266",".544",NA,".510","13.3","24.1",".170",NA,".522","12.2","76.7",".208",NA,"Madison Square Garden (IV)","792,608","19,332",2018
"596","24","Brooklyn Nets","25.1","28","54","31","51","-3.74","0.07","-3.67","106.9","110.6","-3.7","98.9",".260",".411",".551",NA,".514","13.6","21.0",".201",NA,".517","11.0","77.0",".201",NA,"Barclays Center","640,010","15,376",2018
"597","25","Orlando Magic","25.6","25","57","28","54","-4.82","-0.10","-4.92","105.2","110.1","-4.9","98.1",".238",".342",".545",NA,".512","13.3","20.0",".180",NA,".525","12.8","75.6",".187",NA,"Amway Center","734,531","17,915",2018
"598","26","Atlanta Hawks","25.4","24","58","27","55","-5.45","0.15","-5.30","105.0","110.6","-5.6","98.3",".236",".363",".547",NA,".512","14.1","21.1",".185",NA,".536","13.6","76.2",".183",NA,"Philips Arena","590,769","14,409",2018
"599","27","Memphis Grizzlies","26.0","22","60","25","57","-6.21","0.39","-5.81","104.5","111.0","-6.5","94.9",".255",".317",".539",NA,".500","14.0","22.4",".201",NA,".529","13.8","76.5",".256",NA,"FedEx Forum","653,863","15,948",2018
"600","28","Chicago Bulls","24.4","27","55","23","59","-7.04","0.20","-6.84","103.8","110.9","-7.1","98.3",".216",".350",".529",NA,".497","12.6","20.6",".164",NA,".542","12.4","80.6",".184",NA,"United Center","851,824","20,776",2018
"601","29","Sacramento Kings","26.4","27","55","23","59","-6.99","0.39","-6.60","103.7","111.1","-7.4","94.9",".194",".278",".529",NA,".502","12.8","21.5",".143",NA,".542","13.5","77.6",".199",NA,"Golden 1 Center","714,680","17,431",2018
"602","30","Phoenix Suns","23.7","21","61","19","63","-9.37","0.57","-8.80","103.5","112.8","-9.3","100.3",".275",".320",".532",NA,".495","13.9","22.5",".203",NA,".533","11.9","76.5",".212",NA,"Talking Stick Resort Arena","690,576","16,843",2018
"603","","League Average","26.6","","","41","41","0.00","0.00","0.00","108.6","108.6","","97.3",".252",".337",".556",NA,".521","13.0","22.3",".193",NA,".521","13.0","77.7",".193",NA,"","737,485","17,989",2018
"604","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G",2019
"605","1","Milwaukee Bucks*","26.9","60","22","61","21","8.87","-0.82","8.04","113.8","105.2","+8.6","103.3",".255",".419",".583",NA,".550","12.0","20.8",".197",NA,".503","11.5","80.3",".162",NA,"Fiserv Forum","721,692","17,602",2019
"606","2","Golden State Warriors*","28.4","57","25","56","26","6.46","-0.04","6.42","115.9","109.5","+6.4","100.9",".227",".384",".596",NA,".565","12.6","22.5",".182",NA,".508","11.7","77.1",".205",NA,"Oracle Arena","803,436","19,596",2019
"607","3","Toronto Raptors*","27.3","58","24","56","26","6.09","-0.60","5.49","113.1","107.1","+6.0","100.2",".247",".379",".579",NA,".543","12.4","21.9",".198",NA,".509","13.1","77.1",".190",NA,"Scotiabank Arena","812,822","19,825",2019
"608","4","Utah Jazz*","27.3","50","32","54","28","5.26","0.03","5.28","110.9","105.7","+5.2","100.3",".295",".394",".572",NA,".538","13.4","22.9",".217",NA,".507","12.4","80.3",".189",NA,"Vivint Smart Home Arena","750,546","18,306",2019
"609","5","Houston Rockets*","29.2","53","29","53","29","4.77","0.19","4.96","115.5","110.7","+4.8","97.9",".279",".519",".581",NA,".542","12.0","22.8",".221",NA,".525","13.4","74.4",".210",NA,"Toyota Center","740,392","18,058",2019
"610","6","Boston Celtics*","25.7","49","33","52","30","4.44","-0.54","3.90","112.2","107.8","+4.4","99.6",".215",".381",".567",NA,".534","11.5","21.6",".173",NA,".514","13.4","77.0",".198",NA,"TD Garden","763,584","18,624",2019
"611","7","Portland Trail Blazers*","26.2","53","29","51","31","4.20","0.24","4.43","114.7","110.5","+4.2","99.1",".258",".339",".568",NA,".528","12.1","26.6",".210",NA,".516","11.0","77.9",".195",NA,"Moda Center","799,345","19,496",2019
"612","8","Denver Nuggets*","24.9","54","28","51","31","3.95","0.24","4.19","113.0","108.9","+4.1","97.7",".232",".348",".558",NA,".527","11.9","26.6",".175",NA,".521","12.3","78.0",".194",NA,"Pepsi Center","756,457","18,450",2019
"613","9","Indiana Pacers*","27.0","48","34","50","32","3.33","-0.57","2.76","109.9","106.5","+3.4","98.1",".242",".292",".561",NA,".530","12.4","21.9",".182",NA,".516","14.1","76.2",".184",NA,"Bankers Life Fieldhouse","689,310","16,812",2019
"614","10","Oklahoma City Thunder*","25.7","49","33","50","32","3.40","0.15","3.56","110.3","107.0","+3.3","102.8",".266",".347",".545",NA,".514","11.7","26.0",".190",NA,".523","14.4","78.2",".206",NA,"Chesapeake Energy Arena","746,323","18,203",2019
"615","11","Philadelphia 76ers*","26.4","51","31","48","34","2.70","-0.44","2.25","112.6","110.0","+2.6","101.6",".312",".342",".574",NA,".532","12.9","24.5",".241",NA,".512","11.1","78.6",".206",NA,"Wells Fargo Center","838,342","20,447",2019
"616","12","San Antonio Spurs*","28.8","48","34","45","37","1.68","0.12","1.80","112.9","111.2","+1.7","98.3",".237",".286",".572",NA,".534","11.0","21.0",".194",NA,".528","11.0","79.4",".170",NA,"AT&T Center","750,616","18,308",2019
"617","13","Los Angeles Clippers*","27.2","48","34","43","39","0.85","0.23","1.09","112.4","111.5","+0.9","101.7",".326",".295",".575",NA,".529","12.7","22.0",".258",NA,".514","11.4","76.0",".224",NA,"STAPLES Center","710,327","17,325",2019
"618","14","Orlando Magic*","25.7","42","40","43","39","0.71","-0.43","0.28","108.9","108.1","+0.8","98.1",".216",".360",".550",NA,".518","11.9","22.0",".168",NA,".515","11.8","79.7",".186",NA,"Amway Center","720,024","17,431",2019
"619","15","Brooklyn Nets*","25.4","42","40","41","41","-0.07","-0.33","-0.40","109.6","109.7","-0.1","100.8",".284",".403",".556",NA,".520","13.0","23.8",".211",NA,".512","11.6","76.4",".190",NA,"Barclays Center","612,597","14,941",2019
"620","16","Detroit Pistons*","26.9","41","41","40","42","-0.24","-0.31","-0.56","109.0","109.2","-0.2","97.4",".262",".394",".544",NA,".509","12.3","24.8",".195",NA,".526","12.8","78.7",".211",NA,"Little Caesars Arena","675,963","16,487",2019
"621","17","Miami Heat","27.0","39","43","40","42","-0.23","-0.22","-0.45","107.3","107.6","-0.3","98.2",".247",".368",".542",NA,".515","13.1","24.8",".172",NA,".510","12.7","77.6",".201",NA,"AmericanAirlines Arena","805,264","19,641",2019
"622","18","Sacramento Kings","24.8","39","43","38","44","-1.12","0.31","-0.81","110.4","111.5","-1.1","103.1",".244",".321",".554",NA,".524","11.5","23.1",".177",NA,".533","13.6","75.5",".207",NA,"Golden 1 Center","700,975","17,097",2019
"623","19","Charlotte Hornets","26.6","39","43","38","44","-1.10","-0.22","-1.32","111.4","112.5","-1.1","98.7",".257",".378",".554",NA,".514","10.9","21.7",".205",NA,".538","12.1","77.1",".179",NA,"Spectrum Center","676,570","16,502",2019
"624","20","New Orleans Pelicans","25.7","33","49","38","44","-1.33","0.23","-1.10","111.4","112.6","-1.2","103.3",".254",".324",".563",NA,".529","12.6","24.1",".193",NA,".532","11.6","76.8",".193",NA,"Smoothie King Center","656,183","16,004",2019
"625","21","Dallas Mavericks","26.9","33","49","38","44","-1.28","0.42","-0.87","109.4","110.7","-1.3","99.0",".291",".422",".555",NA,".519","12.7","22.7",".216",NA,".522","11.6","77.5",".191",NA,"American Airlines Center","820,569","20,014",2019
"626","22","Minnesota Timberwolves","26.2","36","46","37","45","-1.50","0.48","-1.02","111.4","112.9","-1.5","100.2",".267",".315",".552",NA,".511","11.4","24.6",".210",NA,".538","12.9","74.9",".190",NA,"Target Center","627,543","15,306",2019
"627","23","Los Angeles Lakers","26.2","37","45","37","45","-1.72","0.39","-1.33","107.8","109.5","-1.7","103.2",".257",".342",".554",NA,".527","13.4","22.2",".180",NA,".516","12.2","76.4",".192",NA,"STAPLES Center","778,877","18,997",2019
"628","24","Memphis Grizzlies","27.7","33","49","34","48","-2.60","0.51","-2.08","106.1","108.8","-2.7","96.6",".272",".342",".548",NA,".508","12.9","20.0",".210",NA,".521","13.9","77.6",".232",NA,"FedEx Forum","638,332","15,569",2019
"629","25","Washington Wizards","26.5","32","50","34","48","-2.90","-0.40","-3.30","111.1","113.9","-2.8","101.4",".266",".370",".567",NA,".531","12.3","21.3",".204",NA,".546","13.5","74.1",".199",NA,"Capital One Arena","716,996","17,448",2019
"630","26","Atlanta Hawks","25.1","29","53","27","55","-6.02","-0.04","-6.06","108.1","113.9","-5.8","103.9",".255",".403",".555",NA,".522","14.3","24.7",".192",NA,".541","12.8","76.4",".237",NA,"State Farm Arena","628,440","15,328",2019
"631","27","Chicago Bulls","24.0","22","60","21","61","-8.41","0.10","-8.32","104.8","113.2","-8.4","99.0",".235",".295",".541",NA,".505","12.7","19.4",".184",NA,".541","11.9","77.3",".188",NA,"United Center","823,475","20,085",2019
"632","28","New York Knicks","23.4","17","65","19","63","-9.21","0.28","-8.93","104.5","113.7","-9.2","99.6",".270",".334",".529",NA,".490","12.4","22.1",".205",NA,".533","11.7","76.1",".203",NA,"Madison Square Garden (IV)","779,087","19,002",2019
"633","29","Phoenix Suns","24.0","19","63","19","63","-9.34","0.73","-8.61","105.9","115.1","-9.2","100.5",".259",".335",".552",NA,".514","13.8","20.5",".202",NA,".545","13.5","72.5",".236",NA,"Talking Stick Resort Arena","627,023","15,293",2019
"634","30","Cleveland Cavaliers","25.2","19","63","19","63","-9.61","0.22","-9.39","107.7","117.6","-9.9","96.6",".236",".332",".540",NA,".503","12.2","23.7",".187",NA,".564","11.5","77.0",".181",NA,"Quicken Loans Arena","793,337","19,350",2019
"635","","League Average","26.4","","","41","41","0.00","0.00","0.00","110.4","110.4","","100.0",".259",".359",".560",NA,".524","12.4","22.9",".198",NA,".524","12.4","77.1",".198",NA,"","732,148","17,853",2019
"636","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G",2020
"637","1","Milwaukee Bucks*","29.2","56","17","57","16","10.08","-0.67","9.41","112.4","102.9","+9.5","105.1",".271",".428",".583",NA,".552","12.9","20.7",".201",NA,".489","12.0","81.6",".178",NA,"Fiserv Forum","549,036","17,711",2020
"638","2","Boston Celtics*","25.3","48","24","50","22","6.31","-0.47","5.83","113.3","107.0","+6.3","99.5",".259",".386",".570",NA,".531","12.2","23.9",".207",NA,".509","13.5","77.4",".215",NA,"TD Garden","610,864","19,090",2020
"639","3","Los Angeles Clippers*","27.4","49","23","50","22","6.44","0.21","6.66","113.9","107.6","+6.3","101.5",".295",".375",".577",NA,".535","12.6","23.5",".233",NA,".506","12.2","77.6",".206",NA,"STAPLES Center","610,176","19,068",2020
"640","4","Toronto Raptors*","26.6","53","19","50","22","6.24","-0.26","5.97","111.1","105.0","+6.1","100.9",".264",".421",".574",NA,".536","13.1","21.3",".210",NA,".502","14.6","76.7",".202",NA,"Scotiabank Arena","633,456","19,796",2020
"641","5","Los Angeles Lakers*","29.5","52","19","48","23","5.79","0.49","6.28","112.0","106.3","+5.7","100.9",".276",".358",".573",NA,".542","13.3","24.5",".201",NA,".515","14.1","78.8",".205",NA,"STAPLES Center","588,907","18,997",2020
"642","6","Dallas Mavericks*","26.1","43","32","49","26","4.95","-0.07","4.87","116.7","111.7","+5.0","99.3",".264",".457",".581",NA,".545","11.2","23.2",".206",NA,".525","10.6","77.7",".175",NA,"American Airlines Center","682,096","20,062",2020
"643","7","Miami Heat*","25.9","44","29","43","30","2.95","-0.35","2.59","112.5","109.5","+3.0","98.3",".299",".419",".587",NA,".547","13.5","20.3",".234",NA,".523","12.6","79.5",".213",NA,"AmericanAirlines Arena","629,771","19,680",2020
"644","8","Houston Rockets*","29.2","44","28","42","30","2.96","0.17","3.13","112.9","110.1","+2.8","103.7",".288",".501",".578",NA,".537","12.6","21.0",".228",NA,".529","13.7","75.6",".197",NA,"Toyota Center","578,458","18,077",2020
"645","9","Utah Jazz*","27.3","44","28","42","30","2.47","0.05","2.52","112.3","109.9","+2.4","98.6",".268",".414",".585",NA,".549","13.7","21.6",".208",NA,".518","11.1","78.9",".185",NA,"Vivint Smart Home Arena","567,486","18,306",2020
"646","10","Philadelphia 76ers*","26.3","43","30","42","31","2.38","-0.13","2.25","111.3","109.0","+2.3","99.0",".255",".360",".566",NA,".534","12.7","23.9",".193",NA,".523","12.5","80.3",".214",NA,"Wells Fargo Center","639,491","20,629",2020
"647","11","Denver Nuggets*","25.6","46","27","41","32","2.11","0.24","2.35","113.1","111.0","+2.1","97.1",".235",".344",".567",NA,".535","12.3","24.8",".183",NA,".533","12.9","76.8",".198",NA,"Pepsi Center","633,153","19,186",2020
"648","12","Indiana Pacers*","25.6","45","28","41","32","1.96","-0.33","1.63","110.0","108.0","+2.0","98.9",".216",".317",".565",NA,".534","12.0","20.0",".170",NA,".511","13.0","76.7",".192",NA,"Bankers Life Fieldhouse","529,002","16,531",2020
"649","13","Oklahoma City Thunder*","25.5","44","28","41","31","1.99","0.34","2.33","110.8","108.8","+2.0","98.8",".290",".353",".573",NA,".530","12.4","19.3",".231",NA,".518","12.6","76.8",".173",NA,"Chesapeake Energy Arena","600,699","18,203",2020
"650","14","Phoenix Suns","24.6","34","39","37","36","0.22","0.35","0.56","111.7","111.4","+0.3","101.3",".271",".361",".576",NA,".532","13.0","22.2",".226",NA,".539","13.7","78.8",".221",NA,"Talking Stick Resort Arena","550,633","15,606",2020
"651","15","Brooklyn Nets*","26.3","35","37","35","37","-0.57","-0.44","-1.01","108.9","109.5","-0.6","101.4",".267",".423",".554",NA,".520","13.1","23.2",".199",NA,".511","11.0","77.8",".187",NA,"Barclays Center","524,907","16,403",2020
"652","16","Orlando Magic*","26.1","33","40","34","39","-1.01","0.09","-0.93","108.5","109.5","-1.0","98.6",".256",".364",".544",NA,".506","11.5","22.3",".198",NA,".535","13.2","79.1",".176",NA,"Amway Center","529,870","17,093",2020
"653","17","San Antonio Spurs","27.6","32","39","33","38","-1.11","0.46","-0.65","112.4","113.5","-1.1","100.5",".262",".318",".572",NA,".531","11.2","20.1",".212",NA,".542","11.7","79.2",".193",NA,"AT&T Center","550,515","18,351",2020
"654","18","Memphis Grizzlies","24.1","34","39","34","39","-1.07","0.16","-0.91","109.2","110.3","-1.1","102.8",".240",".346",".561",NA,".528","13.2","23.0",".183",NA,".521","12.7","77.8",".217",NA,"FedEx Forum","523,297","15,857",2020
"655","19","Portland Trail Blazers*","27.5","35","39","34","40","-1.15","0.54","-0.61","113.7","114.8","-1.1","100.7",".242",".374",".570",NA,".533","11.2","22.4",".194",NA,".530","11.2","75.3",".208",NA,"Moda Center","628,303","19,634",2020
"656","20","New Orleans Pelicans","25.4","30","42","33","39","-1.29","0.74","-0.55","110.7","111.9","-1.2","103.7",".256",".403",".568",NA,".539","13.9","24.2",".186",NA,".532","12.4","77.8",".212",NA,"Smoothie King Center","528,172","16,505",2020
"657","21","Sacramento Kings","27.0","31","41","31","41","-2.04","0.46","-1.59","110.2","112.2","-2.0","98.9",".230",".395",".566",NA,".534","13.0","21.9",".177",NA,".543","13.6","78.4",".225",NA,"Golden 1 Center","520,663","16,796",2020
"658","22","Chicago Bulls","24.4","22","43","26","39","-3.08","-0.93","-4.00","106.7","109.8","-3.1","99.7",".231",".396",".547",NA,".515","13.7","22.8",".175",NA,".546","16.3","75.6",".239",NA,"United Center","639,352","18,804",2020
"659","23","Detroit Pistons","25.9","20","46","26","40","-3.56","-0.82","-4.38","109.0","112.7","-3.7","97.6",".261",".381",".561",NA,".529","13.8","22.6",".194",NA,".541","12.7","75.9",".186",NA,"Little Caesars Arena","509,469","15,294",2020
"660","24","Minnesota Timberwolves","24.8","19","45","24","40","-4.30","0.28","-4.02","108.1","112.2","-4.1","103.4",".277",".433",".551",NA,".514","13.0","22.1",".209",NA,".541","13.2","77.2",".218",NA,"Target Center","482,112","15,066",2020
"661","25","Washington Wizards","25.1","25","47","26","46","-4.67","-0.57","-5.24","110.9","115.5","-4.6","102.7",".270",".358",".562",NA,".523","12.2","22.2",".213",NA,".558","13.9","75.3",".231",NA,"Capital One Arena","532,702","16,647",2020
"662","26","New York Knicks","24.5","21","45","20","46","-6.45","-0.26","-6.72","106.5","113.0","-6.5","98.6",".263",".318",".531",NA,".501","12.6","25.8",".182",NA,".541","12.4","78.3",".224",NA,"Madison Square Garden (IV)","620,789","18,812",2020
"663","27","Charlotte Hornets","24.3","23","42","19","46","-6.75","-0.28","-7.03","106.3","113.3","-7.0","95.8",".252",".399",".539",NA,".504","13.3","23.9",".188",NA,".546","13.1","74.4",".159",NA,"Spectrum Center","478,591","15,428",2020
"664","28","Atlanta Hawks","24.1","20","47","18","49","-7.97","0.27","-7.71","107.2","114.8","-7.6","103.0",".258",".398",".554",NA,".515","13.8","21.6",".204",NA,".543","12.7","74.9",".233",NA,"State Farm Arena","545,453","16,043",2020
"665","29","Cleveland Cavaliers","25.0","19","46","18","47","-7.89","0.12","-7.77","107.5","115.4","-7.9","98.7",".227",".362",".553",NA,".522","14.6","24.6",".172",NA,".560","11.7","77.4",".164",NA,"Rocket Mortgage Fieldhouse","643,008","17,861",2020
"666","30","Golden State Warriors","24.4","15","50","16","49","-8.71","0.59","-8.12","105.2","113.8","-8.6","100.3",".264",".355",".540",NA,".497","13.2","21.5",".212",NA,".553","13.7","76.4",".193",NA,"Chase Center","614,176","18,064",2020
"667","","League Average","26.2","","","35","35","0.00","0.00","0.00","110.6","110.6","","100.3",".260",".384",".565",NA,".529","12.8","22.5",".201",NA,".529","12.8","77.5",".201",NA,"","575,820","17,788",2020
"668","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G",2021
"669","1","Utah Jazz*","28.5","52","20","55","17","9.25","-0.29","8.97","117.6","108.3","+9.3","98.5",".244",".488",".597",NA,".563","12.7","24.5",".195",NA,".507","10.3","79.3",".159",NA,"Vivint Smart Home Arena","151,300","4,203",2021
"670","2","Los Angeles Clippers*","28.8","47","25","49","23","6.18","-0.16","6.02","117.6","111.2","+6.4","96.9",".222",".400",".599",NA,".564","12.2","22.7",".186",NA,".531","11.9","79.1",".186",NA,"STAPLES Center","13,901","386",2021
"671","3","Phoenix Suns*","26.6","51","21","49","23","5.82","-0.15","5.67","117.2","111.3","+5.9","97.2",".212",".392",".597",NA,".564","11.5","20.8",".177",NA,".534","12.4","78.5",".194",NA,"Phoenix Suns Arena","104,027","2,890",2021
"672","4","Milwaukee Bucks*","28.1","46","26","48","24","5.89","-0.32","5.57","117.2","111.4","+5.8","102.2",".233",".404",".593",NA,".566","12.0","23.3",".177",NA,".536","11.5","79.7",".157",NA,"Fiserv Forum","64,780","1,799",2021
"673","5","Philadelphia 76ers*","27.1","49","23","48","24","5.58","-0.31","5.28","113.2","107.6","+5.6","99.5",".293",".347",".579",NA,".541","12.8","23.2",".225",NA,".521","13.8","78.2",".200",NA,"Wells Fargo Center","68,583","1,905",2021
"674","6","Denver Nuggets*","26.1","47","25","47","25","4.93","-0.11","4.82","117.1","112.1","+5.0","97.1",".219",".383",".588",NA,".557","12.1","24.7",".176",NA,".545","12.9","78.9",".200",NA,"Ball Arena","54,563","1,516",2021
"675","7","Brooklyn Nets*","28.2","48","24","46","26","4.50","-0.27","4.24","118.3","113.8","+4.5","99.5",".258",".413",".610",NA,".575","12.2","21.4",".208",NA,".531","11.1","77.3",".187",NA,"Barclays Center","30,491","847",2021
"676","8","Los Angeles Lakers*","28.2","42","30","42","30","2.79","-0.03","2.77","109.9","107.1","+2.8","98.7",".271",".363",".569",NA,".536","13.6","22.5",".200",NA,".526","13.7","79.7",".184",NA,"STAPLES Center","23,313","648",2021
"677","9","Dallas Mavericks*","26.3","42","30","41","31","2.26","-0.01","2.26","115.4","113.0","+2.4","97.3",".242",".436",".582",NA,".550","11.1","21.1",".189",NA,".534","11.5","77.8",".197",NA,"American Airlines Center","94,849","2,635",2021
"678","10","New York Knicks*","25.6","41","31","41","31","2.31","-0.18","2.13","110.6","108.2","+2.4","95.9",".242",".347",".559",NA,".524","11.9","21.9",".190",NA,".509","11.7","78.6",".196",NA,"Madison Square Garden (IV)","42,131","1,170",2021
"679","11","Atlanta Hawks*","25.4","41","31","41","31","2.32","-0.18","2.14","115.7","113.3","+2.4","97.6",".278",".382",".581",NA,".539","11.9","24.4",".226",NA,".530","11.1","77.8",".190",NA,"State Farm Arena","59,288","1,647",2021
"680","12","Portland Trail Blazers*","27.4","42","30","40","32","1.79","0.01","1.81","117.8","116.0","+1.8","98.4",".238",".448",".577",NA,".540","9.9","23.0",".195",NA,".546","11.2","77.5",".203",NA,"Moda Center","5,817","162",2021
"681","13","Boston Celtics*","25.1","36","36","39","33","1.46","-0.14","1.32","114.0","112.5","+1.5","98.3",".234",".409",".574",NA,".543","12.5","24.3",".181",NA,".539","12.8","78.1",".215",NA,"TD Garden","30,067","835",2021
"682","14","Golden State Warriors","26.7","39","33","38","34","1.06","0.04","1.10","111.1","110.1","+1.0","102.2",".239",".439",".583",NA,".551","13.3","17.9",".188",NA,".522","13.1","76.6",".223",NA,"Chase Center","33,457","929",2021
"683","15","Memphis Grizzlies*","24.2","38","34","38","34","1.03","0.04","1.07","112.0","111.0","+1.0","100.4",".232",".342",".560",NA,".528","11.6","24.2",".179",NA,".535","13.1","78.3",".196",NA,"FedEx Forum","61,449","1,707",2021
"684","16","Miami Heat*","27.4","40","32","36","36","0.03","-0.09","-0.06","111.2","111.2","0.0","96.6",".252",".432",".581",NA,".546","13.1","19.4",".199",NA,".542","13.8","77.9",".183",NA,"AmericanAirlines Arena","","",2021
